ID,VOICE,TEXT COLOR,PORTRAIT,ROUTE TO AFTER,CHOICE_1,CHOICE_1_NEXT,CHOICE_2,CHOICE_2_NEXT,ENGLISH,SPANISH,JAPANESE,GERMAN,CHINESE,CHINESE SIMPLIFIED,KOREAN,ITALIAN,PORTUGUESE
item_statue_desc,-1,-1,-1,-1,-1,-1,-1,-1,It has it's mother's eyes <3\n(Double Heart Spawn Rate),Tiene los ojos de su madre <3\n(Corazones Tienden a Aparecer Más),ママそっくりの目 <3\n（ハートの出現率2倍）,Es hat die Augen seiner Mutter <3\n(Verdoppelt Herzen-Spawnrate),它跟它媽長的真像<3\n(愛心生成率雙倍),它跟它妈长的真像<3\n(爱心生成率双倍),엄마 눈을 똑 닮았네!\n(하트 스폰률 2배),Ha gli occhi di sua madre <3\n(Generazione dei Cuori radoppiato),Tem os olhos da mamãe <3\n(Dobro da Chance de Receber Corações)
item_stocks,-1,-1,-1,-1,-1,-1,-1,-1,Investments,Inverciones,投資,Investitionen,投資,投资,적금,Investimenti,Investimentos
item_stocks_desc,-1,-1,-1,-1,-1,-1,-1,-1,This seems like a good call!\n(+10 Coins Each Floor),Suena como una buena idea!\n(+10 Monedas en Cada Piso),これは正解っぽいな！\n（各階でコイン+10）,Das sieht wie eine gute Idee aus!\n(+10 Münzen pro Stock),我覺得這筆一定會賺!\n(每層樓黃金 +10),我觉得这笔一定会赚!\n(每层楼黄金 +10),탁월한 선택이십니다!\n(매 층마다 +10코인),Sembra una buona idea!\n(+10 monete per Piano),Parece uma boa decisão!\n(+10 Moedas por cada Andar)
item_timer,-1,-1,-1,-1,-1,-1,-1,-1,Sand-Filled Timer,Reloj de Arena,砂時計,Sandgefüllter Zeitmesser,進沙的計時器,进沙的计时器,모래시계,Timer pieno di Sabbia,Temporizador com Areia
item_timer_challenge,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Escape The Darkness as Bubu.,Escapa La Oscuridad como Bubu.,ブブで暗闇から脱出する。,Entkomme der Dunkeltheit als Bubu.,作為布布時逃出黑暗,作为布布时逃出黑暗,부부로 어둠을 탈출하세요,Fuggi dalle Tenebre come Bubu.,Escape A Escuridão como Bubu.
item_timer_desc,-1,-1,-1,-1,-1,-1,-1,-1,What is this thing called again?\n(+1 Turn on 1 HP),Como es que se llamaba esto?\n(+1 Turno con 1HP),これ何て名前だっけ？\n（HP1のとき行動回数+1）,Wie heißt dieses Teil nochmal?\n(+1 Zug wenn 1 HP),這個叫啥來著?\n(剩餘1HP時回合數 +1),这个叫啥来着?\n(剩余1HP时回合数 +1),시간은... 흐른다...\n(체력이 1일때 +1 추가 행동),Come si chiama di nuovo questa cosa?\n(+1 Turno a 1 HP),Qual o nome disso aqui denovo?\n(+1 Turno em 1 HP)
item_tonic,-1,-1,-1,-1,-1,-1,-1,-1,Treated Tonic,Tónica Tratada,調合トニック,Behandeltes Elixir,對症下藥水,对症下药水,회복약,Tonico Trattato,Tônico Tratado
item_tonic_challenge,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Heal 100 HP.,Cura 100 HP.,合計100HP回復する。,Heile 100 HP.,回復 100 HP,回复 100 HP,100 체력을 회복하세요,Cura 100 HP.,Cure 100 HP
item_tonic_desc,-1,-1,-1,-1,-1,-1,-1,-1,Medicine helps the sugar go down!\n(Random Attack Spawns Hearts),La Medicina ayuda a bajar el azucar!\n(Espacio Aleatorio Cura),良薬口に甘し！\n（ランダムな攻撃でハートが出る）,"Medizin hilft, den Zucker runterzuspülen!\n(Zufälliges Kästchen wird heilend)",良藥甜口!\n(隨機格子轉為恢復方塊),良药甜口!\n(随机格子转为恢复方块),사탕 먹고 입가심으론 물약이 최고죠!,La medicina aiuta a ridurre lo zucchero!\n(Casella Casuale diventa Curativa),Medicina ajuda o açucar a descer!\n(Telha Aleatória vira Cura)
item_flame,-1,-1,-1,-1,-1,-1,-1,-1,The Spicy One,El Picante,辛いやつ,Die Scharfe,辣的那個,辣的那个,매운 것,Colui che Picca,Aquele Picante
item_flame_challenge,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Destroy 10 Floating Books.,Destruye 10 Libros Flotantes.,浮遊する本を10冊破壊する。,Zerstöre 10 schwebende Blöcke.,破壞10個漂浮格子,破坏10个漂浮格子,떠다니는 책 10개를 파괴하세요,Distruggi 10 Libri Volanti.,Destrua 10 Livros Flutuantes
item_flame_desc,-1,-1,-1,-1,-1,-1,-1,-1,Hot! Hot! Hot! Hot!\n(Emit Flame Trail),Caliente! Caliente! Caliente!\n(Emite Rastro de Llamas),熱い！熱い！熱い！熱い！\n（炎の跡を残す）,Heiß! Heiß! Heiß! Heiß!\n(Stößt Flammenspur aus),好燙燙燙燙燙燙燙燙燙燙!\n(散發火焰足跡),好烫烫烫烫烫烫烫烫烫烫!\n(散发火焰足迹),"맵다, 매워!!!\n(화염 흔적을 남깁니다)",Scotta! Scotta! Scotta! Scotta!\n(Emette una scia di fiamme),Quente! Quente! Quente! Quente!\n(Emite Rasto de Chamas)
item_vine,-1,-1,-1,-1,-1,-1,-1,-1,Thornvine,Enredadera con Espinas,イバラのつる,Stachelrebe,荊棘藤,荆棘藤,가시덩쿨,Vite Spinosa,Espinheiro
item_vine_desc,-1,-1,-1,-1,-1,-1,-1,-1,Yeowie!!\n(Taking Damage Deals Damage),Ouch!\n(Recibir Daño Causa Daño),イテッ！！\n（ダメージを受けると敵にダメージ）,"Autsch!\n(Beschädige Gegner, wenn Schaden genommen wird)",好痛!!\n(受到傷害時造成傷害),好痛!!\n(受到伤害时造成伤害),아야!!!\n(피해를 입으면 피해를 반사),Yeowie!!\n(Subire Danno Infligge Danno),Yeowie!!\n(Receber Dano dá Dano)
item_whiteprints,-1,-1,-1,-1,-1,-1,-1,-1,Whiteprints,Plano-blancos,白の設計図,Weißpausen,白圖,白图,백사진,Stampe Bianche,Whiteprints
item_yellowprints,-1,-1,-1,-1,-1,-1,-1,-1,Yellowprints,Plano-amarillos,黄の設計図,Gelbpausen,黃圖,黄图,황사진,Stampe Gialle,Yellowprints
map_ascension,-1,-1,-1,-1,-1,-1,-1,-1,ASCENSION,ASCENCIÓN,昇天,AUFSTIEG,上升,上升,승천,ASCENSIONE,ASCENÇÃO
map_bottom,-1,-1,-1,-1,-1,-1,-1,-1,THE BOTTOM,EL FONDO,最下層,DER GRUND,塔底,塔底,지하 밑바닥,IL FONDO,O FUNDO
map_cult,-1,-1,-1,-1,-1,-1,-1,-1,THE CULT,EL CULTO,カルト,DER KULT,邪教本部,邪教本部,이단의 은신처,IL CULTO,O CULTO
map_end,-1,-1,-1,-1,-1,-1,-1,-1,HEAVEN,EL CIELO,天国,HIMMEL,天堂,天堂,천국,PARADISO,PARAISO
map_endless,-1,-1,-1,-1,-1,-1,-1,-1,ENDLESS,SIN FIN,無限,ENDLOS,無盡,无尽,무한,SENZA FINE,SEM FIM
map_forgotten_floor,-1,-1,-1,-1,-1,-1,-1,-1,FORGOTTEN FLOOR,PISO OLVIDADO,忘れられた階,VERGESSENER STOCK,被遺忘的樓層,被遗忘的楼层,잊혀진 층,PIANO DIMENTICATO,ANDAR ESQUECIDO
map_forgotten_room,-1,-1,-1,-1,-1,-1,-1,-1,FORGOTTEN ROOM,HABITACIÓN OLVIDADA,忘れられた部屋,VERGESSENER RAUM,被遺忘的房間,被遗忘的房间,잊혀진 방,STANZA DIMENTICATA,SALA ESQUECIDA
map_gloom,-1,-1,-1,-1,-1,-1,-1,-1,GLOOM,OSCURIDAD,グルーム,DÜSTERKEIT,鬱卒,郁卒,암울,DARKNESS,MELANCOLIA
map_guards,-1,-1,-1,-1,-1,-1,-1,-1,THE GUARDS,LOS GUARDIAS,ガード隊,DIE WÄCHTER,守衛們,守卫们,경비병,LE GUARDIE,OS GUARDAS
map_halfway,-1,-1,-1,-1,-1,-1,-1,-1,HALF-WAY,MEDIO CAMINO,中間地点,HALBER WEG,塔中,塔中,중간,MEZZA STRADA,MEIO CAMINHO ANDADO
map_knight,-1,-1,-1,-1,-1,-1,-1,-1,THE LONE KNIGHT,EL CABELLERO SOLITARIO,一匹狼の騎士,THE EINSAME RITTER,孤獨騎士,孤独骑士,외로운 기사,THE LONE KNIGHT,O GUERREIRO SOLITÁRIO
map_library,-1,-1,-1,-1,-1,-1,-1,-1,LIBRARY,BIBLIOTECA,図書室,BIBLIOTHEK,圖書館,图书馆,도서관,BIBLIOTECA,BIBLIOTECA
map_mega,-1,-1,-1,-1,-1,-1,-1,-1,MEGA FLOOR,MEGA PISO,メガ階,MEGA STOCK,巨大樓層,巨大楼层,거대한 층,PIANO ENORME,MEGA ANDAR
map_pits,-1,-1,-1,-1,-1,-1,-1,-1,THE PITS,LOS POZOS,落とし穴,DIE GRUBEN,坑洞,坑洞,구멍,LE FOSSE,OS POÇOS
map_slingshot,-1,-1,-1,-1,-1,-1,-1,-1,THE SLINGSHOT BROS.,LOS HERMANOS HONDA,パチンコ兄弟,DIE STEINSCHLEUDER GEBRÜDER,彈弓兄弟,弹弓兄弟,슬링샷 형제,I FRATELLI FIONDA.,OS IRMÃOS ESTILINGUE
map_top,-1,-1,-1,-1,-1,-1,-1,-1,THE TOP,LA CIMA,頂上,DIE SPITZE,塔頂,塔顶,꼭대기,LA CIMA,O TOPO
menu_item_pool,-1,-1,-1,-1,-1,-1,-1,-1,Weapon Pool,Reserva de Armas,武器プール,Waffenpool,武器池,武器池,사용 가능한 무기,Riserva d'Armi,Lista de Armas
menu_main_items,-1,-1,-1,-1,-1,-1,-1,-1,SECRETS,SECRETOS,シークレット,GEHEIMNISSE,秘密,秘密,비밀,SEGRETI,SEGREDOS
menu_main_more,-1,-1,-1,-1,-1,-1,-1,-1,MORE,MÁS,その他,MEHR,更多,更多,더 보기,ALTRO,MAIS
menu_main_quit,-1,-1,-1,-1,-1,-1,-1,-1,QUIT,SALIR,やめる,VERLASSEN,退出遊戲,退出游戏,나가기,ESCI,SAIR
menu_main_settings,-1,-1,-1,-1,-1,-1,-1,-1,SETTINGS,AJUSTES,設定,EINSTELLUNGEN,設定,设置,설정,IMPOSTAZIONI,DEFINIÇÕES
menu_main_start,-1,-1,-1,-1,-1,-1,-1,-1,START,INICIO,スタート,START,開始遊戲,开始游戏,시작,INIZIA,JOGAR
menu_main_noads,-1,-1,-1,-1,-1,-1,-1,-1,REMOVE ADS,ELIMINAR ANUNCIOS,広告を削除,WERBUNG ENTFERNEN,移除廣告,移除广告,광고 제거,RIMUOVI ANNUNCI,REMOVER ANÚNCIOS
menu_main_stats,-1,-1,-1,-1,-1,-1,-1,-1,STATS,ESTADÍSTICAS,記録,STATISTIKEN,數值,数值,통계,STATISTICHE,ESTATISTICAS
menu_select_hero,-1,-1,-1,-1,-1,-1,-1,-1,SELECT HERO,SELECCIONA TU HÉROE,ヒーロー選択,HELDEN AUSWÄHLEN,選擇英雄,选择英雄,영웅 선택,SELEZIONA EROE,SELECIONAR HEROI
menu_settings_back,-1,-1,-1,-1,-1,-1,-1,-1,BACK,ATRÁS,戻る,ZURÜCK,返回,返回,뒤로가기,INDIETRO,VOLTAR
menu_settings_confirm,-1,-1,-1,-1,-1,-1,-1,-1,ARE YOU SURE?,ESTÁS SEGURO?,本当によろしいですか？,BIST DU SICHER?,您確定嗎?,您确定吗?,확실합니까?,SEI SICURO?,TEM CERTEZA?
menu_settings_fullscreen,-1,-1,-1,-1,-1,-1,-1,-1,FULLSCREEN,PANTALLA COMPLETA,フルスクリーン,VOLLBILD,全螢幕,全屏,전체 화면,SCHERMO INTERO,TELA CHEIA
menu_settings_language,-1,-1,-1,-1,-1,-1,-1,-1,LANGUAGE,IDIOMA,言語,SPRACHE,語言,语言,언어,LINGUA,LINGUAGEM
menu_settings_music,-1,-1,-1,-1,-1,-1,-1,-1,MUSIC,MÚSICA,音楽,MUSIK,音樂,音乐,음악,MUSICA,MUSICA
menu_settings_quit_run,-1,-1,-1,-1,-1,-1,-1,-1,QUIT RUN,ABANDONAR PARTIDA,ランをやめる,DURCHLAUF BEENDEN,退出場次,退出场次,포기하기,ABBANDONA PARTITA,SAIR DA RUN
menu_settings_restart_run,-1,-1,-1,-1,-1,-1,-1,-1,RESTART RUN,REINICIAR PARTIDA,ランをやり直す,DURCHLAUF NEUSTARTEN,重新開始場次,重新开始场次,다시 시작하기,RICOMINCIA PARTITA,REINICIAR RUN
menu_settings_crt,-1,-1,-1,-1,-1,-1,-1,-1,TOGGLE CRT FX,ACTIVAR CRT FX,CRTエフェクト切替,CRT FX UMSCHALTEN,爆擊特效調整,爆击特效调整,CRT 효과,ATTIVA CRT FX,ATIVAR CRT FX
menu_settings_shake,-1,-1,-1,-1,-1,-1,-1,-1,TOGGLE SHAKE FX,ACTIVAR SHAKE FX,画面揺れエフェクト切替,SHAKE FX UMSCHALTEN,畫面搖晃調整,画面摇晃调整,화면 흔들림 효과,ATTIVA SHAKE FX,ATIVAR SHAKE FX
menu_settings_sound,-1,-1,-1,-1,-1,-1,-1,-1,SOUND,SONIDO,効果音,KLANG,聲音,声音,소리,AUDIO,SOM
menu_starting_gear,-1,-1,-1,-1,-1,-1,-1,-1,Starting Gear,Equipo de Inicio,初期装備,Anfangs Equipment,初始套裝,初始套装,시작 장비,Equipaggiamento Iniziale,Equipamento inicial
mod_begin,-1,-1,-1,-1,-1,-1,-1,-1,ENTER THE TOWER,ENTRAR A LA TORRE,塔へ入る,BETRETE DEN TURM,進入巨塔,进入巨塔,탑에 입장하기,ENTRA NELLA TORRE,ENTRE NA TORRE
mod_begin_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Begin your journey.,Comienza tu viaje.,旅を始める。,Beginne deine Reise.,開始你的旅程,开始你的旅程,당신의 모험을 시작합니다,Inizia il tuo cammino.,Começe sua jornada.
mod_luck,-1,-1,-1,-1,-1,-1,-1,-1,Beginner's Luck,Suerte de principiante,ビギナーズラック,Anfängerglück,新手運氣,新手运气,초심자의 행운,Fortuna del principiante,Sorte de principiante
mod_luck_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,"Gain +2 Max HP, find less elite enemies","Gana +2 de HP máximo, encuentra menos enemigos de élite",最大HP+2増加、エリート敵の出現頻度減少,"Erhalte +2 maximale HP, triffst auf weniger Elitegegner",獲得+2最大生命值，遇到的精英敵人數量減少,获得+2最大生命值，遇到的精英敌人数量减少,"최대 HP +2 증가, 정예 적 출현 빈도 감소","Ottieni +2 HP massimi, trova meno nemici d'élite",Ganhe +2 de HP máximo e encontre menos inimigos de elite.
mod_pepper,-1,-1,-1,-1,-1,-1,-1,-1,Hot Pepper Challenge,Desafío del pimiento picante,激辛ペッパーチャレンジ,Scharfe-Chili-Herausforderung,辣椒挑戰,辣椒挑战,매운 고추 챌린지,Sfide del peperoncino piccante,Desafio da Pimenta
mod_pepper_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Scorch the Earth behind you,Quema la tierra a tus espaldas,背後の地を焦がせ,Versengt die Erde hinter euch,燒毀你身後的土地,烧毁你身后的土地,네 뒤의 땅을 불태워버려라,Brucia la terra dietro di te,Queime a terra atrás de você
mod_dynamite,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Destruction,Maldición de la destrucción,破壊の呪い,Fluch der Zerstörung,毀滅的詛咒,毁灭的诅咒,파괴의 저주,Maledizione della Distruzione,Maldição da Destruição
mod_dynamite_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Break all Pots on Room Clear,Rompe todas las macetas en la habitación.,部屋をクリアしたら、すべての植木鉢を壊してください。,Alle Töpfe beim Zimmeraufräumen zerbrechen,清空房間時打破所有鍋碗瓢盆,清空房间时打破所有锅碗瓢盆,방을 깨끗이 정리하고 모든 항아리를 깨뜨리세요,Rompere tutti i vasi durante lo sgombero della stanza,Quebre todos os vasos na sala limpa.
mod_elite,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Growth,Maldición de Crecimiento,成長の呪い,Fluch des Wachsens,成長的詛咒,成长的诅咒,성장의 저주,Maledizione della Crescità,Maldição do Crescimento.
mod_elite_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Replace Skeletons with tougher enemies!,Esqueletos básicos mejoran a variantes élites.,スケルトンがより強い敵に置き換わる！,Basis-Skelette werden zu Elite-Varianten!,基本的骷髏會升級成精英版本!,基本的骷髅会升级成精英版本!,기본 해골이 엘리트 해골이 됩니다!,Scheletri base diventano scheletri elite!,Substitua os Esqueletos por inimigos mais fortes!
mod_endless,-1,-1,-1,-1,-1,-1,-1,-1,The Endless Curse,La Maldición Interminable,無限の呪い,Der Endlose Fluch,無盡的詛咒,无尽的诅咒,무한의 저주,La Maledizione Infinita,A Maldição sem fim
mod_endless_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Can you reach Heaven?,Puedes llegar al Cielo?,天国までたどり着けるかな？,Kannst du den Himmel erreichen?,你到的了天堂嗎?,你到的了天堂吗?,천국에 도달할수 있을까요?,Riuscirai a raggiungere il Paradiso?,Você consegue chegar no Paraiso?
mod_expand,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Ambition,Maldición de Ambición,野望の呪い,Fluch der Ambition,野心的詛咒,野心的诅咒,야망의 저주,Maledizione dell'Ambizione,Maldição da Ambição
mod_expand_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Floor size increases drastically!,El tamaño de pisos incrementa drásticamente!,階のサイズが大幅に拡大！,Größe der Stockwerke wird dramatisch erhöht!,樓層尺寸劇烈的增加!,楼层尺寸剧烈的增加!,층의 크기가 엄청나게 커집니다!,Grandezza dei Piani aumenta drasticamente!,Tamanho do Andar aumenta drasticamente!
mod_fragile,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Weakness,Maldición de Debilidad,脆弱の呪い,Fluch der Schwäche,虛弱的詛咒,虚弱的诅咒,나약함의 저주,Maledizione della Debolezza,Maldição da Fraqueza
mod_fragile_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,All entities have 1 HP!,Todas las entidades tiene 1 HP!,すべての存在のHPが1になる！,Alle Entitäten haben 1 HP!,所有物體的HP為1!,所有物体的HP为1!,모든 생명체의 체력이 1이 됩니다!,Turre le entità hanno 1 HP!,Todas as entidades tem 1 HP!
mod_heavy,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Gravity,Maldición de Gravedad,重力の呪い,Fluch der Schwerkraft!,引力的詛咒,引力的诅咒,중력의 저주,Maledizione della Gravità,Maldição da Gravidade
mod_heavy_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Falling deals double damage!,Recibir daño de caídas te mata!,落下ダメージが2倍に！,Doppelter Fallschaden!,掉落傷害會殺死你!,掉落伤害会杀死你!,낙사 피해를 받으면 즉사합니다!,Il Danno da Caduta fa doppio danno!,Dano de queda te mata!
mod_lifesteal,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Blood,Maldición de Sangre,血の呪い,Fluch des Blutes,鮮血的詛咒,鲜血的诅咒,피의 저주,Maledizione del Sangue,Maldição de Sangue
mod_lifesteal_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Enemies steal your HP!,Enemigos te roban tu HP!,敵があなたのHPを奪う！,Gegner stehlen deine HP!,敵人會偷竊你的HP!,敌人会偷窃你的HP!,적의 당신의 체력을 훔칩니다!,I nemici assorbono i tuoi HP!,Inimigos roubam seu HP!
mod_limit,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Limitation,Maldición de Limitación,制限の呪い,Fluch der Limitation,限制的詛咒,限制的诅咒,제약의 저주,Maledizione della Limitazione,Maldição da Limitação
mod_limit_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Your max inventory size is 6!,Tu inventario máximo es de 6,最大インベントリ数が6に！,Deine maximale Inventargröße ist 6!,最大物品持有數為6件,最大物品持有数为6件,최대 인벤토리 크기가 6이 됩니다!,Il tuo inventario massimo è 6!,O tamanho máximo do seu inventario é 6!
mod_locked,-1,-1,-1,-1,-1,-1,-1,-1,LOCKED CURSE,MALDICIÓN BLOQUEADA,ロックされた呪い,GESPERRTER FLUCH,上鎖的詛咒,上锁的诅咒,잠긴 저주,MALEDIZIONE BLOCCATA,MALDIÇÃO BLOQUEADA
mod_lonely,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Isolation,Maldición de Aislamiento,孤立の呪い,Fluch der Isolation,隔絕的詛咒,隔绝的诅咒,고립의 저주 ,Maledizione dell'Isolamento,Maldição do Isolamento
mod_lonely_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,"Remove all shops, chests always drop items!","Elmina todas las tiendas, cofres siempre sueltan items!",ショップが消滅、宝箱から必ずアイテムが出る！,"Entfernt alle Shops, alle Truhen geben Gegenstände!",移除所有商店，寶箱永遠掉落物品,移除所有商店，宝箱永远掉落物品,"모든 상점이 사라지만, 상자에서 항상 아이템이 드롭됩니다!","Rimuovi tutti i Negozi, le Casse danno sempre un item!","Remove todas as lojas, baús sempre dropam items!"
mod_reroll,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Luck,Maldición de Suerte,幸運の呪い,Fluch des Glücks,運勢的詛咒,运势的诅咒,행운의 저주,Maledizione della Fortuna,Maldição da Sorte
mod_reroll_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Shops always re-roll items!,Tiendas siempre cambian de items!,ショップのアイテムが必ず再初期化される！,Shops rollen Gegenstände immer neu aus!,商店物品永遠刷新,商店物品永远刷新,상점 아이템이 항상 리셋됩니다!,I negozi cambiano sempre nuovi articoli!,Lojas sempre fazem reroll dos items!
mod_shuffle,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Chaos,Maldición de Caos,混沌の呪い,Fluch des Chaos,混沌的詛咒,混沌的诅咒,혼돈의 저주,Maledizione del Chaos,Maldição do Caos
mod_shuffle_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Your inventory is randomized each floor!,Tu inventario cambia aleatoriamente en cada piso.,各階でインベントリがランダム化！,Dein Inventar wird zu jedem Stock zufällig angeordnet!,持有物品每層樓隨機,持有物品每层楼随机,매 층마다 인벤토리가 랜덤하게 변화합니다!,Il tuo inventario è randomizzato ogni piano!,O seu inventario é randomizado a cada andar!
mod_slow,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Sloth,Maldición del Perezoso,怠惰の呪い,Fluch der Faulheit,怠惰的詛咒,怠惰的诅咒,나태의 저주,Maledizione della Pigrizia,Maldição da Preguiça
mod_slow_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,"Move slower, hit harder!","Te mueves más lento, pero pegas más duro!",動きが遅くなる代わりに攻撃力アップ！,"Langsamer Bewegen, Härter Zuschlagen!",移動速度降低，但攻擊力上升!,移动速度降低，但攻击力上升!,"느려지지만, 강력해집니다!","Vai lento, picchia forte!","Mova-se mais lentamente, ataque com mais força"
mod_speed,-1,-1,-1,-1,-1,-1,-1,-1,Curse of Time,Maldición de Tiempo,時間の呪い,Fluch der Zeit,光陰的詛咒,光阴的诅咒,시간의 저주,Maledizione del Tempo,Maldição do Tempo
mod_speed_desc,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,Can you escape before the tower crumbles?,Puedes escapar antes de que la torre se caiga?,塔が崩れる前に脱出できるかな？,"Kannst du entkommen, bevor der Turm zusammenstürzt?",你能在高塔崩壞之前逃出去嗎?,你能在高塔崩坏之前逃出去吗?,탑이 무너지기 전에 탈출할수 있을까요?,Puoi scappare prima che la torre collassa?,Consegue escapar antes que a torre desmorone? 
mod_unlock,-1,-1,-1,-1,-1,-1,-1,-1,Unlock with <gems> Gems?,Desbloquea con <gems> Gemas?,<gems>個の宝石で解放する？,Mit <gems> Juwelen entsperren?,花費<gems>寶石解鎖?,花费<gems>宝石解锁?,젬 <gems>개로 해금할까요?,Sblocca con <gems> Gemme?,Desbloqueie com <gems> Gemas?
name_baba,-1,-1,-1,-1,-1,-1,-1,-1,Baba,Baba,ババ,Baba,巴巴,巴巴,바바,Baba,Baba
name_bebe,-1,-1,-1,-1,-1,-1,-1,-1,Bebe,Bebe,ベベ,Bebe,貝貝,贝贝,베베,Bebe,Bebe
name_bibi,-1,-1,-1,-1,-1,-1,-1,-1,Bibi,Bibi,ビビ,Bibi,比比,比比,비비,Bibi,Bibi
name_bobo,-1,-1,-1,-1,-1,-1,-1,-1,Bobo,Bobo,ボボ,Bobo,波波,波波,보보,Bobo,Bobo
name_bubu,-1,-1,-1,-1,-1,-1,-1,-1,Bubu,Bubu,ブブ,Bubu,布布,布布,부부,Bubu,Bubu
name_byby,-1,-1,-1,-1,-1,-1,-1,-1,Byby,Byby,バイビー,Byby,拜拜,拜拜,바이바이,Byby,Byby
name_locked,-1,-1,-1,-1,-1,-1,-1,-1,LOCKED,BLOQUEADO,ロック中,GESPERRT,未解鎖,未解锁,잠김,BLOCCATO,BLOQUEADO
shop_baba_a1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Howdy.,Holis.,やあ。,Hallöchen.,安安。,安安。,반가워.,Hey.,Olá.
shop_baba_a2,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Got some junk for sale.,Tienes basura para vender.,古いガラクタ売ってるよ。,Ich hab ein wenig Kram zu verkaufen.,我們這裡有賣一些雜物呦。,我们这里有卖一些杂物呦。,여기서 고물을 좀 팔고 있어.,Ho della monnezza da vendere.,To com algumas velharias ai em venda.
shop_baba_b1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Welcome in.,Bienvenido.,いらっしゃい。,Willkommen,歡迎光臨。,欢迎光临。,어서와.,Benvenuto.,Bem vindo.
shop_baba_b2,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Plenty in stock.,Suficiente en inventario.,品揃えは豊富だ。,Ich habe ausreichend auf Lager.,貨品很滿喔。,货品很满喔。,물건은 충분해.,Abbiamo il magazzino pieno.,Bastante em estoque.
shop_baba_c1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Hey there.,Hola que tal.,どうも。,Hallo.,你好啊。,你好啊。,안녕.,Ehilà,E aí.
shop_baba_c2,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Plenty for sale.,Bastante a la venta.,たくさん売ってるよ。,Genug zu Verkaufen!,商品很多喔。,商品很多喔。,얼마든지 사가도 좋아.,Ho molto da vendere.,Bastante em venda.
shop_baba_d1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Hey.,Hey.,よう。,Hey.,嘿。,嘿。,안녕.,Hey.,Oi.
shop_baba_d2,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Got some items for sale.,Tienes algo para vender.,アイテム売ってるよ。,Ich hab ein paar Gegenstände zu verkaufen.,我有一些東西在出售。,我有一些东西在出售。,아이템을 팔고 있어.,Ho degli articoli da vendere.,To com uns items em venda.
shop_baba_e1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Howdy.,Hola.,やあ。,Hallöchen.,哈囉。,哈啰。,어서와.,Hey.,Olá.
shop_baba_e2,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Need anything?,Necesitas algo?,何か必要？,Brauchst du etwas?,需要些什麼呢?,需要些什么呢?,뭐 필요하니?,Ti serve qualcosa?,Precisa de algo?
shop_baba_return_a1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Welcome back.,Bienvenido otra vez.,おかえり。,Willkommen zurück.,歡迎回來。,欢迎回来。,다시 왔구나.,Ben tornato.,Bem vindo de volta.
shop_baba_return_b1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,Howdy.,Holis.,やあ。,Hallöchen.,嗨。,嗨。,안녕.,Hey.,Olá.
